rank,trial_id,score,status,benchmark,backend,repeat,workload,successful_requests,failed_requests,errored_requests,incomplete_requests,failure_percentage,server_args,server_env
6,trial-0001,195.86536468526614,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
6,trial-0001,195.86536468526614,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
6,trial-0001,195.86536468526614,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
6,trial-0001,195.86536468526614,completed,longer-prompt,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
6,trial-0001,195.86536468526614,completed,longer-prompt,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,short-chat,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,short-chat,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,short-chat,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,longer-prompt,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
4,trial-0002,649.1315026015792,completed,longer-prompt,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,short-chat,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,short-chat,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,short-chat,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,longer-prompt,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
5,trial-0005,201.95689630636957,completed,longer-prompt,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 1, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,short-chat,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,short-chat,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,short-chat,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,longer-prompt,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
3,trial-0006,678.2258335851593,completed,longer-prompt,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 4, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,short-chat,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,short-chat,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,short-chat,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,longer-prompt,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
1,trial-0007,1082.2693392419908,completed,longer-prompt,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 512, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,short-chat,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,short-chat,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,short-chat,vllm,3,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,short-chat,vllm,4,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,longer-prompt,vllm,1,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
2,trial-0003,1055.5243499491773,completed,longer-prompt,vllm,2,0,16,0,0,0,0.0,"{""dtype"": ""float16"", ""enable-chunked-prefill"": true, ""enforce-eager"": true, ""gpu-memory-utilization"": 0.4, ""host"": ""127.0.0.1"", ""max-model-len"": 512, ""max-num-batched-tokens"": 256, ""max-num-seqs"": 16, ""port"": 8766, ""seed"": 42, ""tensor-parallel-size"": 1}","{""CUDA_VISIBLE_DEVICES"": ""0"", ""VLLM_USE_FLASHINFER_SAMPLER"": ""0"", ""VLLM_USE_V2_MODEL_RUNNER"": ""0""}"
